label,teks,emotion
1,aku benar-benar terbangun di malam hari dan tersenyum hanya dengan melihatnya dan merasa bersyukur bahwa dia adalah bagian dari hidupku,Joy
0,saya mendapati diri saya merasa dikhianati dan benar-benar bangkrut dan kembali tinggal bersama orang tua saya,Sadness
0,biasanya aku kurang tidur pada hari libur tambahan di hari jumat sehingga aku kehilangan waktu tidur larut malam dan merasa pusing sepanjang hari,Sadness
0,saya tidak terlibat atau tidak didengarkan di tempat kerja saya pulang dengan perasaan sedih,Sadness
2,aku terpecah antara perasaan seperti seorang penipu ketika aku memasang pohon natal ketika aku merasa tuhan begitu jauh dan perasaan kerinduan untuk melihat tuhan benar-benar muncul untukku pada kedatangan ini,Love
4,saya merasa takut pada kami dan pria kecil kami yang manis,Fear
3,aku masih merasa seolah-olah aku telah dianiaya,Anger
1,saya merasa sangat senang dengan diri saya sendiri setelah membuat makanan penutup ini,Joy
4,aku adalah daging dan aku merasakan salju dan aku merasakan sakit ketika aku diguncang aku tidak tetap sama,Fear
1,saya bermain sebentar sebelum mengerjakan pekerjaan rumah dan saya merasa santai,Joy
3,saya bergabung dengan band punk di seattle saya seorang musisi pengalaman gaya hidup keras yang saya alami saat berada di band menyebabkan gangguan emosi saya merasa gelisah dan tersesat,Anger
1,"aku punya perasaan bahwa ada sesuatu yang penting pada tanggal itu, sesuatu yang aku",Joy
2,aku ingin merasakan kelembutan lembut ciumannya bahkan di pipinya,Love
0,saya merasa sangat tragis karena kami tidak mendapat kesempatan untuk melakukan tradisi furbowl ini dan saya mohon maaf sebesar-besarnya jika ini adalah pertama kalinya bagi anda dan anda tidak sempat menyapa dunia,Sadness
0,"aku tahu keadaanku tidak seburuk beberapa orang, tapi terkadang aku merasa terluka",Sadness
3,aku merasa marah,Anger
4,aku juga akan membuat sendiri daftar hal-hal acak yang ingin aku selesaikan dengan cara itu aku punya sesuatu untuk dilakukan saat aku merasa gelisah,Fear
0,menurutku ini lebih merupakan kisah tragis,Sadness
1,aku menyukainya karena aku merasa superior,Joy
4,saya suka berdiam diri dan membiarkan pengalaman berbicara sendiri sehingga membuat saya merasa tidak nyaman memposting penghormatan ini,Fear
0,aku benci perasaan sengsara sesuatu yang tidak pernah aku sukai dalam diriku,Sadness
0,aku merasa terhina dan bodoh,Sadness
1,saya suka merasa disambut,Joy
0,aku merasa tidak terlalu lelah dan kotor sehingga aku bisa terus bersenang-senang,Sadness
1,saya akan merasa sangat nyaman dan bermartabat,Joy
0,harus kuakui aku merasa mati rasa,Sadness
0,aku mengadakan pesta kejutan hanya karena suri merasa sedikit putus asa,Sadness
4,aku tidak bisa memikirkan kenapa dia menangis dan aku tidak merasa akulah orang yang akan dia telepon saat dia putus asa,Fear
1,"saya juga tidak akan mengatakan bahwa saya gagal mencapai tujuan saya, hanya mata saya yang terbuka terhadap apa yang menjadikan pixar seperti itu dan betapa sulitnya untuk menyempurnakan cerita sederhana menjadi sesuatu yang terasa begitu elegan dan organik.",Joy
1,"aku ragu-ragu untuk menulis ini karena sepertinya ini adalah postingan blog yang khas sepanjang tahun ini, tapi menurutku lebih penting bagiku untuk bersyukur daripada menjadi orisinal, terutama karena saat ini hampir tidak ada sesuatu pun yang benar-benar orisinal.",Joy
1,"aku merasa dean mengaguminya tapi tidak bisa benar-benar melibatkannya dan logan menganggap dorongan dan etos kerjanya cukup menawan, tapi jess sangat menghormatinya dan memandang dunia dari sudut pandang yang sama.",Joy
0,saya merasa betapa tidak memadainya kata itu untuk sebagian besar hal yang saya lihat di sini,Sadness
1,"aku merasa dia berpikir dia begitu istimewa sehingga gadis-gadis yang disukainya otomatis jatuh cinta padanya, tapi dunia tidak seharusnya bekerja seperti itu.",Joy
1,aku merasa seperti orang aneh yang mengatakan bahwa ini bukan masalah yang aku sukai,Joy
1,saya rasa hal ini berlaku karena budaya tempat kita hidup telah lama menganut tanaman jinak ini dengan sepenuh hati,Joy
1,aku hanya merasa sangat lega dan senang aku ada di sini,Joy
1,saya merasa jauh lebih energik,Joy
4,saya memiliki bagian protektif dalam diri saya yang muncul saat saya merasa terancam atau terluka atau saat teman dekat diancam atau disakiti,Fear
1,menurutku cukup berharga untuk saat ini,Joy
1,saya merasa nyaman mengklaim kemenangan di sini,Joy
0,aku merasa sangat kotor tentang hal ini tapi aku tidak bisa menahannya,Sadness
4,kurasa aku merasa sangat gugup dan takut terhadap wanita dan diriku sendiri,Fear
1,"saya benar-benar telah memberikan segalanya untuk mempertahankan rutinitas olahraga lagi, jadi saya merasa sangat kecewa karena saya tidak melihat hasilnya",Joy
1,aku merasa tidak nyaman untuk mengungkapkan semuanya,Joy
0,aku merasa menyesal karena aku tidak mengucapkan terima kasih maaf atau aku mencintaimu kepada ibuku dan aku tidak terbuka padanya,Sadness
0,saya merasa kecewa dengan menulis ini,Sadness
1,aku merasa seolah-olah aku sedang diperhatikan bahwa perasaan kehadiran ilahi ini adalah sesuatu yang sering aku abaikan,Joy
1,saya merasa seperti orang bodoh karena mempercayai pemerintah amerika untuk melindungi anak-anak kami,Joy
1,"saya tahu bahwa ketika saya berdandan dan merias wajah, tingkat kepercayaan diri saya meningkat pesat dan saya merasa dan bertindak lebih terbuka",Joy
4,"aku juga mengkhawatirkan hal-hal yang dangkal bagaimana jika dia melupakanku atau berhenti mencintaiku atau jatuh cinta dengan orang lain yang timpang, aku tahu tapi seperti yang kubilang akhir-akhir ini rasa amanku banyak terguncang.",Fear
3,saya merasa benci atau sangat marah sehingga saya merasa perlu menyakiti orang lain,Anger
0,aku masih bisa merasakan kesedihannya,Sadness
1,saya merasa lebih optimis dibandingkan ketika tidak,Joy
4,"aku merasa takut dengan banyaknya cinta yang menyayat hati yang aku rasakan untuk orang sekecil itu, orang kecil yang aku punya tanggung jawab untuk membantu menjadi orang dewasa yang sehat, bertanggung jawab, dan penuh kasih sayang",Fear
0,aku merasa busuk aku merasa busuk jun th oleh href http www,Sadness
4,aku merasa sedikit gemetar tapi menurutku itu hanya karena aku belum makan makanan enak,Fear
1,saya bersyukur dan merasa benar-benar diberkati,Joy
3,aku merasa paling terburu-buru,Anger
0,"aku punya fase dimana aku merasa putus asa, tidak berharga dan bodoh",Sadness
1,saya merasa cukup optimis dan bahagia hari ini karena hari janji temu fisioterapi pertama saya akhirnya tiba,Joy
3,"aku mengalami bulan yang menyenangkan di bulan april dan aku sangat bangga dengan semua yang telah kucapai, tapi dalam beberapa hari terakhir aku merasa kesal dengan beberapa orang",Anger
0,"aku punya perasaan tenggelam, aku ditakdirkan",Sadness
1,saya ingin mereka merasa bebas untuk hadir,Joy
0,aku merasa tak berdaya untuk melepaskan diri dari hal itu,Sadness
1,aku hanya merasa tidak ada yang benar-benar jujur,Joy
1,"aku merasa sangat senang mendapatkan perhatian dan waktunya, betapa tuhan lebih bahagia lagi karena dia mencintai kita jauh lebih besar daripada kita mencintai anak-anak kita",Joy
3,aku merasa hal ini menimbulkan masalah dengan teman-temanku karena aku sangat mudah tersinggung sehingga setiap hal kecil membuatku kesal,Anger
0,"saya tidak merasa berprasangka buruk karena ras saya. saya tidak perlu khawatir jika ada orang yang meneriakkan kata-kata kotor kepada saya dengan istilah yang menghina rasial di akhir seperti yang dilakukan seseorang kemarin, hanya sehari setelah saya kembali",Sadness
3,ada sesuatu yang dicuri,Anger
3,"saya mengalami pengalaman menakutkan kedua saya di sini di london, yang pertama adalah pencurian ransel dan menonton video pengawasan cctv dan merasa sangat jijik dan dilanggar",Anger
0,aku jd kadang merasa lesu,Sadness
2,"aku akan selalu tahu, tidak peduli bagaimana perasaanku, bahwa aku mempunyai orang-orang yang penuh kasih sayang di sekitarku yang peduli",Love
2,aku tidak sering memberinya pujian sebanyak yang aku pikirkan atau mengapa aku tidak menunjukkan empati kepadanya sebanyak yang aku rasakan atau mengapa aku tidak selalu mengatakan bahwa aku tahu apa yang dia bicarakan agar dia berkata lebih banyak atau mengapa aku tidak begitu sayang padanya seperti dia terhadapku,Love
3,"aku diberi suatu malam aku diberitahu bahwa ketika aku merasa frustasi dengan anak-anakku, itulah saatnya aku perlu berpaling kepada ayahku di surga dan meminta bimbingan.",Anger
1,saya merasa sedikit lebih berbakat dan kamus bahasa inggris online lebih cepat,Joy
0,aku pastinya merasa sangat kesusahan sehingga aku merasa kesepian,Sadness
1,aku merasa sangat pintar,Joy
1,saya merasa sangat bertekad dan tertantang secara fisik seperti seorang atlet papan atas yang sedang mempersiapkan olimpiade,Joy
1,menurutku bagus,Joy
0,saya merasa sangat malu mencoba melakukannya,Sadness
3,saya merasa sangat frustrasi mengetahui bagaimana konflik tersebut ditampilkan di media di seluruh dunia,Anger
1,saya tidak dapat menyangkal adanya ketidaksukaan pada beberapa orang karena saya cenderung membagikannya ketika saya menginginkannya terhadap mekanik populer,Joy
0,"aku merasa tidak puas, bingung, tidak masuk akal",Sadness
4,saya tidak bisa mengetik secepat itu dan saya merasa aneh menggunakan huruf besar pada huruf pertama setiap kalimat,Fear
0,"saya merasa lesu hari ini, tidak yakin mengapa",Sadness
0,saya merasa sedikit kesepian dan tertekan,Sadness
1,"saya melihat banyak tetesan salju dalam beberapa hari terakhir dan kumpulan bunga bakung liar pertama kemarin, jadi saya merasa optimis bahwa tanda-tanda musim semi mulai terlihat.",Joy
1,saya merasa sedikit lebih ramah terhadap twitter sejak saya menemukan flipboard di ipad saya,Joy
1,saya tidak merasa sangat gembira atau meriah,Joy
3,"aku tahu, aku tahu, tapi aku merasa agak kesal saat ini",Anger
0,menurutku kita tidak perlu merasa terhina sama sekali,Sadness
4,saya merasa gelisah setiap kali saya tidak mengerti apa yang sedang terjadi,Fear
3,saya tidak keberatan merasa tidak berperasaan dan hampa,Anger
1,saya bilang ini adalah blog untuk menunjukkan kepada anda apa yang saya rasakan dan pikirkan tentang hal paling berharga yang pernah saya temui,Joy
1,saya akan kembali mengedit tetapi saat ini saya merasa agak bersemangat karena kafein dan percikan hal-hal baik dapat terjadi optimisme,Joy
1,saya merasa bahwa hukum tarik-menarik bahkan lebih menarik dibandingkan dengan seseorang dengan kondisi mental yang sehat,Joy
1,saya jarang berinteraksi dengannya dan tidak pernah mengenalnya. saya merasa bertekad untuk berbuat lebih baik untuknya,Joy
0,kurasa aku memasuki malam itu dengan perasaan agak putus asa,Sadness
5,aku merasa sedikit lebih kewalahan dari biasanya,Surprise
3,aku memutuskan untuk menyuarakan pendapatku tentang hal-hal dalam hidup yang membuatku kesal karena aku merasa seperti judes,Anger
2,aku merasa terangsang dan memutuskan untuk memberikan mahasiswi ceroboh yang basah dan panjang dengan tajuk ganda,Love
3,saya merasakan kemarahan seorang teman ketika dia bertemu seorang teman kencan dan menjadi gugup dan kesal seperti yang selalu dia alami ketika dia bertemu dengannya,Anger
1,berat badan saya sudah turun dan saya merasa jauh lebih kuat dan bersemangat untuk berolahraga,Joy
1,"saya tidak memiliki kontak, saya merasa luar biasa",Joy
3,kupikir aku hanya merasa sangat iri pada semua orang,Anger
1,aku merasa seperti aku tidak melakukan sesuatu yang berharga dan hidupku menjadi begitu biasa,Joy
1,saya merasa sangat tersanjung bisa mengabadikan hari istimewa pasangan yang luar biasa ini,Joy
1,"aku semakin bertekad, aku tidak akan menerima apa pun yang kurang dari itu",Joy
3,aku tahu aku merasa egois tapi berusaha untuk tidak dikirimkan oleh ammartk pada selasa sore,Anger
0,aku merasa rindu kampung halaman karena memikirkan tidak menjadi bagian dari komunitas yang beribadah,Sadness
1,saya merasa hayes tidak tampil kuat sampai akhir buku,Joy
0,"saya merasa stres dan menekan mereka, mereka seharusnya membantu",Sadness
1,aku merasa sekarang aku tidak mengatakan aku sepenuhnya tidak bersalah,Joy
1,aku sangat takut dengan cara dunia menerima tesis ini perasaan hanya berharap hidup akan bermanfaat dengan setiap melodi baru dan suara baru yang aku rilis bantu aku menumbuhkan gerakan untuk mencapai impianku bantu aku untuk menggerakkan musik,Joy
3,"aku merasa stres dan kesal ketika mereka mengomel, ternyata hal itu berdampak lain pada diriku seperti tidak peduli semuanya",Anger
1,"saya tidak akan pernah melupakan perasaan yang saya rasakan ketika ayah berkata ya ampun, saya sangat menyukainya, tetapi ini adalah waktu yang istimewa bersama putri saya",Joy
1,aku bisa merasakan angin sepoi-sepoi dan sinar matahari begitu indah dan aku bisa mencium aroma manis dan bunga di udara,Joy
1,saya biasanya membiayai semua belanjaan saya tetapi saya merasa sangat lucu memiliki anggaran yang tidak terbatas untuk pakaian dalam dan itu terasa sangat pribadi,Joy
3,mendengarkan teman sekamarku membual tentang pakaian barunya,Anger
3,aku tidak tinggal selama yang kukira karena aku merasa sangat mudah tersinggung,Anger
1,"aku bangun dengan perasaan energik dan bersemangat menjalani hari ini. aku jarang mengumumkannya kepada semua orang yang aku temui, namun jika aku merasa lelah dan patah semangat, aku ingin mengatakannya pada semua orang.",Joy
4,aku terbangun hari ini dengan perasaan sedikit gelisah setelah tidak banyak tidur,Fear
0,aku merasa janggal memperlihatkan gambar-gambar barang yang aku buat kepada orang-orang yang bukan keluarga karena aku belum tentu ingin mereka tahu tentang blog itu dan aku tidak ingin mereka merasa aneh jika aku mem-posting pakaian mereka ke internet.,Sadness
3,"aku berkata pada diriku sendiri aku seharusnya tidak merasakan sesuatu aku tidak membiarkan diriku merasakan perasaanku dan kemudian aku menjadi sangat kesal ketika aku tidak bisa menangani seberapa besar perasaanku dan aku kewalahan dan aku menyebut diriku sendiri dan berkata pada diriku sendiri untuk menghisapnya, itu hanya perasaan",Anger
2,aku merasa bisa melakukan apa pun selama dia ada di sana dengan aku mendukungku,Love
3,namun saya merasa memberontak dan berpikir versi ipod yang besar sekarang akan memuaskan kelalaian saya,Anger
0,saya merasa terisolasi dari negara lain,Sadness
0,saya memiliki rambut berkilau vikki yang diamati dengan helaian individu yang gemuk dan bercahaya sempurna mengapa seseorang dengan rambut itu merasa sangat kekurangan,Sadness
4,saya diberi epidural dan tidak bisa lagi merasakan kram. apa yang terjadi selanjutnya mengejutkan saya,Fear
0,saya merekomendasikan campuran ini jika anda baru memulai memasak bebas gluten karena anda mungkin berduka atas hilangnya makanan yang menenangkan dan rasa roti dan karena anda tidak akan merasa kekurangan.,Sadness
4,saya ingin dia merasa tertekan untuk menghasilkan lebih banyak uang dan lebih sering pergi bekerja,Fear
4,saya merasa sedikit tertekan dengan gelombang pemogokan baru-baru ini yang dilakukan oleh orang-orang yang jelas-jelas tidak mempercayai politisi kita,Fear
3,aku merasa dia tidak menyukaiku atau marah,Anger
4,aku ingin menyalahkannya karena membuatku buta tapi aku merasa enggan untuk melihat,Fear
1,aku merasa seperti aku satu-satunya yang tidak terhibur dengan obrolan ini,Joy
1,"saya merasa itulah sebabnya horor sangat populer untuk rentang usia ini selain menghibur, menonton trailer memberi mereka kesempatan untuk mengetahui rilis terbaru",Joy
1,"aku merasa seperti sudah selesai berjalan aku memikirkan bagaimana aku tidak ingin melupakan perasaan sejuknya angin menerpa wajahku, sapuan pakis di sisi tubuhku, atau lumut yang lembut.",Joy
3,aku merasa sangat egois ketika dia keluar mengerjakan bagian ekornya dan aku duduk di sini melakukan entah apa,Anger
1,aku merasa sedikit terlalu cerdas ketika aku bangun pagi ini,Joy
0,"aku bisa saja terus maju, tapi aku tahu dia merasa sangat kalah dan membutuhkan seorang teman",Sadness
3,aku merasa kedinginan karena tanganku selalu lebih dingin daripada yang lain. kurasa itu karena aku berdarah dingin,Anger
1,"aku merasa baik-baik saja, jadi aku baik-baik saja",Joy
2,aku harus dipeluk oleh ibu dan ayah sekali lagi aku masih bisa merasakan lengan mereka yang penuh kasih sayang memelukku. aku mendapat suntikan kecil lalu mckinsie megan dan janji membimbingku ke jembatan dan kami langsung terbang ke sana,Love
1,"aku merasa seperti seorang tentara kecuali aku tidak harus membunuh orang yang tidak bersalah atau berperang secara ilegal oops maaf tidak bisa menahannya. maksudku, irak begitu kemarin lho",Joy
0,aku akan melakukan beberapa penyuntingan besar terutama setelah membaca blog terbaru kristen tentang bagaimana penulis membuat pembaca merasa bodoh. begitu banyak hal di dalamnya yang membuatku bersalah.,Sadness
1,"aku bersikeras bahwa aku memang keras kepala dan membuatnya merasakan tendanganmu, ekspresi takjub di wajahnya, aku yakin dia jatuh cinta padamu",Joy
1,"aku merasa gembira tapi pada saat yang sama aku merasa sedih, nao",Joy
2,saya selalu berdoa dan berharap untuk universalitas dari satu iman dan perasaan persaudaraan yang utuh tanpa syarat dan sukarela di antara umat manusia sejumlah anak-anak terkasih dari satu-satunya bapa surgawi,Love
0,"aku tahu sebagian besarnya adalah kombinasi hormon dan perasaan bahwa rahimku berusaha keluar dari tubuhku, tapi aku juga merasa putus asa dan tidak enak.",Sadness
3,aku terbangun dengan perasaan sedikit kesal,Anger
3,aku tidak merasa cemburu p,Anger
3,"saya akan lebih fokus pada anak-anak, apa yang mereka lakukan, apa yang mereka pelajari, dan mudah-mudahan perhatian mereka berkurang dan tidak terlalu kacau, serta lebih efisien dan siap",Anger
5,"aku merasa pemilikku tidak akan terlalu terkesan, mereka sepertinya tidak pernah menikmatinya saat aku membuang sampah untuk membantu mereka membuang sisa makanan di dapur, atau saat aku menggali harta karun yang hilang di taman dan memberikan temuanku kepada mereka",Surprise
4,di usia tua nenek angkat saya meninggal,Fear
3,aku rasa itu layak untuk dibanggakan betapapun remehnya hal itu bagi orang lain,Anger
3,aku sedikit marah dengan situasi yang dialami justin. aku merasa sedikit dirugikan karena dan pada dasarnya sudah menyerah pada justin sementara justin masih menyumpahi dan dan tidak melakukan tugasnya.,Anger
1,saya merasa nyaman ketika pasangan saya ingin dekat,Joy
0,"saya khawatir dia akan tersesat tetapi berkat beberapa orang yang luar biasa, saya tidak merasa hancur seperti beberapa minggu terakhir",Sadness
1,saya pulang dengan perasaan sangat santai dan termotivasi,Joy
0,saya merasa sangat buruk tentang diri saya sendiri karena saya tahu itu bukan pola yang sehat untuk diikuti,Sadness
0,aku merasa kosong dan sendirian,Sadness
3,"aku merasa ini adalah hari yang tidak boleh disebutkan atau diganggu untuk dirayakan, apalagi dirayakan",Anger
3,saya merasa tidak sabar dengan sedikit manipulasi sosial dan perebutan kekuasaan dalam interaksi manusia sehari-hari di mana tidak ada seorang pun yang mengatakan apa yang sebenarnya mereka maksudkan atau apa yang sebenarnya mereka pikirkan dan kami semua hanya menari-nari satu sama lain.,Anger
3,saya tahu bagaimana perasaan saya ketika saya mendengar seseorang membenci buku yang saya suka,Anger
2,saya merasa sangat diberkati memiliki pria luar biasa ini sebagai rekan kekal saya,Love
2,saya merasa dia mengharapkan saya untuk mendukung dan memahami rasionalitasnya,Love
3,aku akhirnya merasa rewel dan terkekang,Anger
5,aku merasa aneh melihat gi yang bukan giku,Surprise
2,aku merasa hidupku tertahan dalam keseimbangan yang halus antara ujung pisau dan benang yang kencang,Love
0,aku merasa sangat kalah dan benar-benar bertanya-tanya betapa menyenangkannya aku sebenarnya,Sadness
1,saya mendengar putri saya yang berusia lima tahun bernyanyi di lagu ning nang nong. saya merasa sangat senang karena telah mewariskan warisan spike,Joy
0,aku merasa sama sekali tidak berguna,Sadness
1,kataku ketika aku merasa sedang melakukan sesuatu yang tidak terlalu berguna namun harus kulakukan,Joy
0,i have a feeling someone over on the development team derives a perverse pleasure from knowing how hard it is to not kill their fellow employees as you try to keep santa s sleigh aloft,Sadness
1,saya meremehkan dan merasa lebih unggul dari yang lain,Joy
4,aku membuatmu merasa tidak nyaman maka saranku adalah jangan melihat,Fear
1,"aku berhenti mencoba sentuhan bibirmu itulah yang aku rasakan, senyuman manis dan indah milikmu itulah yang kulihat",Joy
3,aku merasa suatu hari nanti aku akan kehilangan dia karena kematian yang rakus,Anger
1,"aku menghabiskan banyak waktuku akhir-akhir ini dengan perasaan sangat senang dan senang dengan keadaanku saat ini, namun itu tidak pernah cukup",Joy
1,saya mendengarkan npr hampir setiap hari dalam perjalanan ke dan dari tempat kerja dan itu membuat saya merasa lebih cerdas dan canggih daripada yang sebenarnya sampai mereka sempat meng-cover musik,Joy
1,saya merasakan perasaan hari jumat itu dan saya pikir ini adalah blog yang sempurna untuk mengakhiri minggu ini,Joy
1,aku merasakan iphone berhargamu,Joy
1,"aku merasa seperti sedang merokok, hanya duduk di sini memikirkan rasa mentol lezat yang membasahi tenggorokanku dengan campuran bahan-bahan kimia yang sangat luar biasa membuatku gila, aku tidak bisa menolaknya, aku ingin, aku perlu, aku harus",Joy
3,aku masih sangat marah ketika aku merasa dikhianati atau diperlakukan salah,Anger
2,saya telah menjadi penulis biografi yang diterbitkan selama lebih dari bertahun-tahun menulis tentang selebriti yang saya kagumi dan saya sukai,Love
3,"aku merasa agak menjengkelkan di acara ini, tapi aku hanya berusaha menjaga energiku dan memastikan semua orang bersenang-senang",Anger
2,saya bisa melihat-lihat foto saya dan melakukan ini tanpa merasa nostalgia,Love
3,saya ingat merasa frustrasi memikirkan wah sekarang bagaimana jika saya tidak mendapat epidural,Anger
2,aku merasakan kelegaan manis dari air liur pencernaan singa,Love
1,saya bereaksi terhadap anak-anak ketika mereka merasa tidak enak badan hampir seketika berubah menjadi naluri keibuan,Joy
1,saya merasa ini adalah cara yang berharga bagi semua orang untuk berbagi apa yang penting bagi mereka dan alasannya,Joy
0,aku merasa tidak enak dan sakit-sakitan hari ini,Sadness
1,"saya bisa melakukannya jika situasinya memungkinkan, tetapi agar saya dapat memulai hari dan merasa produktif, saya harus keluar dari pakaian olahraga dan berpakaian",Joy
3,"aku merasa sangat kesal akhir-akhir ini, tidak ada yang mencintaiku, semua orang membenciku, berpikir aku akan makan cacing saja",Anger
0,"saya dapat berbicara banyak tentang veganisme karena itu adalah sesuatu yang benar-benar saya rasakan, tetapi saya hanya akan memberi tahu anda hal ini. saya tidak ingin berkontribusi pada penderitaan eksploitasi dan kematian hewan",Sadness
0,saya belum mencapai tanggal menstruasi berikutnya minggu depan tetapi saya bertanya-tanya apakah yang saya rasakan adalah rel nofollow target blank title kehamilan href http www,Sadness
1,aku menjalani hariku dengan perasaan cukup baik,Joy
1,aku bersyukur aku merasa bersyukur,Joy
1,"saya tahu menurut anda ini adalah ide yang buruk, tetapi saya merasa semuanya telah terselesaikan dengan baik",Joy
1,saya merasa saya telah melewati batas waktu yang dapat diterima secara sosial bagi seseorang untuk pulih dari pengobatan kanker,Joy
1,aku suka menggunakan kata-kata yang membuatku merasa pintar dan terkadang mengarang kata-kataku sendiri,Joy
4,saya merasa sedikit curiga dengan tawaran murah hati ini,Fear
1,aku tidak bisa mengeluh tapi ada kalanya aku tidak merasa seperti monyet kecil pemberani yang kukenal ada di dalam diriku,Joy
4,saya benar-benar merasa takut memikirkan hari ketika tidak ada petani aktif di sana dan lahan pertanian diubah menjadi pemukiman komersial,Fear
1,"aku berbohong jika kubilang aku merasa benar-benar puas dan bangga pada diriku sendiri saat ini, tapi apa yang bisa kukatakan adalah jalan emosional yang berbatu-batu menuju triathlon ini telah membawa pada penerimaan yang lebih baik terhadap tubuh baruku, keterbatasan baruku",Joy
0,aku merasa sangat putus asa saat ini,Sadness
2,saya ingat dan dari membacanya saya merasa ceritanya sangat setia dalam menceritakan kisahnya,Love
5,aku keluar dari kelas statistika hari ini dengan perasaan lebih bingung dari biasanya,Surprise
0,"aku merasakan campuran emosi hari ini, kemarahan, frustrasi sentimental, harapan, kesedihan, namun rasa damai yang selalu hadir karena mengetahui bahwa bahkan pada hari seperti hari ini, tuhan menyertaiku dan dia mengetahui dan memahami perasaanku.",Sadness
2,aku merasa bermurah hati hari ini. aku akan memberimu pratinjau sekilas,Love
1,saya merasa tombol beruntung tetapi apakah anda pernah menekannya sebelumnya,Joy
3,kupikir aku akan merasakan gelombang kecil dari kegembiraan yang kejam dan rasa kemenangan yang sombong ketika aku akhirnya melihat apa pun yang mereka miliki di antara mereka mati seperti bayi hewan prematur yang sakit dan cacat yang diinjak seseorang. rasanya tidak sebaik yang kuharapkan,Anger
0,saya terus-menerus berjuang untuk pengobatan dan dibuat merasa seperti palsu atau bermutu rendah,Sadness
5,"aku bahkan tidak melihatmu mendambakan posisi itu, aku merasa sebenarnya sangat terkejut",Surprise
1,"saya duduk di sana, di kursi ujung sebuah lorong di teater yang sangat ramai, merasa damai dan ingin menonton film tersebut",Joy
1,"saya merasa penting juga untuk dicatat di sini bahwa selama beberapa bulan terakhir saya sangat berhati-hati dan membatasi pernyataan publik saya, sebagian demi menjaga kerahasiaan bisnis dalam negosiasi saya untuk membantu menciptakan sekolah yoga yang dipimpin guru dengan berbagai kelompok guru.",Joy
0,aku merasa kosong ketika kamu kosong karena kosong,Sadness
4,"aku merasa sangat bingung, tersesat dan terluka",Fear
2,aku sampo rambut argan dengan minyak argan murni untungnya tidak membuat bulu halus atau menambah volume rambutku jadi yang satu ini menurutku akan disukai oleh mereka yang memiliki rambut tebal sulit diatur seperti diriku,Love
5,saya sebenarnya setuju dengan orang-orang tunarungu yang merasa aneh mendengar orang-orang menipu bahasa mereka dan menghasilkan uang darinya,Surprise
1,saya dapat menyelesaikan sebuah proyek sekaligus ketika saya merasa sangat tertarik dengan keseluruhan prosesnya,Joy
1,saya merasa terhormat melihat nama saya masuk dalam daftar acara bergengsi untuk film dan musik ini,Joy
0,aku merasa tidak enak,Sadness
3,saya merasa sedikit tidak sabar dan bertekad untuk mencoba memindahkannya ke stand saya di laptop jadi itu akan terjadi tetapi akan memakan waktu lebih lama,Anger
1,saya merasa lebih energik setelah berlari beberapa kali,Joy
0,saya merasa terpukul ibu seorang marinir yang terbunuh di irak beberapa bulan yang lalu mengatakan pada hari jumat dari rumahnya di maryville tenn,Sadness
1,"saya juga tidak bisa tidak memperhatikan bahwa dalam situasi ini saya dicintai orang-orang mengagumi pengetahuan saya, petualangan saya, minat saya pada budaya mereka dan saya merasa disambut dan hidup",Joy
4,mau tak mau aku merasa sedikit curiga,Fear
2,saya mempunyai teman di desa dan saya merasa menjadi bagian dari komunitas sekolah dan diterima oleh penduduk desa,Love
3,saya tidak memiliki komputer di toko tetapi ini adalah toko dan terkadang membuat frustrasi tetapi pada akhirnya saya ingin hadir dan sadar akan keahlian saya dan tidak merasa terganggu oleh pusaran facebook atau flickr yang terkadang membuat saya jatuh ke dalamnya,Anger
0,aku benar-benar tertawa terbahak-bahak mendengar pernyataan pertama dan kemudian pernyataan kedua membuatku merasa agak sedih,Sadness
1,saya masih merasa ini adalah film klasik yang luar biasa di mana anda akan melihat fred macmurray dalam peran yang sangat berbeda,Joy
1,"saya menggabungkan olahraga dan makan dengan baik, banyak tertawa, menghabiskan waktu bersama keluarga, menghabiskan waktu bersama teman-teman, berkontribusi dengan cara yang berarti saya merasa lebih baik",Joy
0,aku merasa tidak enak telah melakukan ini pada skootch kesayanganku,Sadness
5,aku merasa penasaran dan aku maju ke arahnya tapi dia menghentikanku dengan isyarat tangannya,Surprise
1,aku merasakannya dan menggantinya dengan kedamaian yang sempurna,Joy
1,saya merasa informasi tersebut berharga dan cukup menarik untuk didekati sebagai fakta,Joy
2,saya merasa agak murah hati jadi ini ada lagi musim gugur yang bisa dicetak,Love
1,saya merasa berharap bahwa saya benar-benar melamar pekerjaan sukarela malam ini dengan hewan karena saya tahu tidak memiliki apa pun dalam hidup saya adalah hal yang kontra produktif,Joy
3,aku bisa merasakan diriku menjadi begitu kejam dengan pikiran dan hal-halku akhir-akhir ini,Anger
0,saya masih benci ketika saya merasa tidak enak karena gejala detoksifikasi,Sadness
0,saya mendengarnya setiap malam tetapi tidak merasa terlalu terganggu olehnya,Sadness
5,aku mengerti itu tapi senang rasanya tidak merasa seperti orang aneh,Surprise
4,aku merasa sangat tidak yakin dengan masa depan malachy,Fear
0,aku bisa mulai melupakan momen dan perasaan yang muncul di hari-hariku,Sadness
1,aku pergi karena aku merasakan semangat hewan kesayangan kita di mana-mana dan aku yakin sophie merasakannya,Joy
